shortname: benhoyt_goawk-BuiltinGsubAmpersand
AddScaledVec10Inc1,1.213e-07,3%,2.2080000000000003e-06,11%,+1720.28%,p=0.008 n=5,2.013e-06,5%,+1559.52%,p=0.008 n=5
geomean,1.213000000000001e-07,,2.208000000000001e-06,,+1720.28%,,2.0129999999999988e-06,,+1559.52%,

shortname: gonum_mat-CholeskyFactorize%2Fn%3D10
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
CholeskyFactorize,1.908e-06,5%,1.8961e-05,5%,+893.76%,p=0.008 n=5,1.6707e-05,1%,+775.63%,p=0.008 n=5
geomean,1.9080000000000006e-06,,1.8960999999999993e-05,,+893.76%,,1.6707000000000008e-05,,+775.63%,

shortname: gonum_mat-CholeskyInverseTo%2Fn%3D100
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
CholeskyInverseTo,0.000205173,1%,0.000399348,6%,+94.64%,p=0.008 n=5,0.000255061,3%,+24.32%,p=0.008 n=5
geomean,0.00020517300000000006,,0.0003993479999999999,,+94.64%,,0.00025506099999999984,,+24.32%,

shortname: gonum_mat-MarshalToVecDense10
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
MarshalToVecDense10,3.174e-07,1%,1.619e-06,2%,+410.08%,p=0.008 n=5,1.3e-06,1%,+309.58%,p=0.008 n=5
geomean,3.174000000000003e-07,,1.6189999999999988e-06,,+410.08%,,1.3000000000000009e-06,,+309.58%,

shortname: gonum_mat-Pool100by100Uncleared
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Pool100by100Uncleared,9.921e-09,4%,4.5450000000000007e-08,2%,+358.12%,p=0.008 n=5,2.433e-08,0%,+145.24%,p=0.008 n=5
geomean,9.920999999999993e-09,,4.5449999999999974e-08,,+358.12%,,2.4329999999999997e-08,,+145.24%,

shortname: gonum_mat-TriMulDiag%2FBenchmarkTriMulDiag100
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
TriMulDiag,2.6632000000000002e-05,5%,7.544000000000001e-05,4%,+183.27%,p=0.008 n=5,6.320800000000001e-05,1%,+137.34%,p=0.008 n=5
geomean,2.6632000000000005e-05,,7.543999999999997e-05,,+183.27%,,6.320800000000001e-05,,+137.34%,

shortname: gonum_mat-UnmarshalVecDense10
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
UnmarshalVecDense10,1.6860000000000001e-07,4%,1.196e-06,4%,+609.37%,p=0.008 n=5,9.066e-07,2%,+437.72%,p=0.008 n=5
geomean,1.6860000000000012e-07,,1.1960000000000005e-06,,+609.37%,,9.066000000000002e-07,,+437.72%,

shortname: gonum_topo-SortStabilizedPath_100000
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
SortStabilizedPath_100000,0.125234953,11%,0.257510642,3%,+105.62%,p=0.008 n=5,0.231289509,3%,+84.68%,p=0.008 n=5
geomean,0.12523495300000004,,0.257510642,,+105.62%,,0.231289509,,+84.68%,

shortname: gonum_traverse-WalkAllDepthFirstGnp_100_half
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
WalkAllDepthFirstGnp_100_half,0.000307178,3%,0.001074985,3%,+249.96%,p=0.008 n=5,0.0009054270000000001,3%,+194.76%,p=0.008 n=5
geomean,0.00030717799999999986,,0.0010749849999999999,,+249.96%,,0.000905427,,+194.76%,

shortname: gproto_encoding-TextDecode
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
TextDecode,0.020638861,0%,0.107349992,4%,+420.14%,p=0.008 n=5,0.088424389,8%,+328.44%,p=0.008 n=5
geomean,0.020638861,,0.10734999199999999,,+420.14%,,0.08842438899999999,,+328.44%,

shortname: gproto_json-Bool
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Bool,3.406e-08,0%,3.064e-07,4%,+799.59%,p=0.008 n=5,2.8289999999999997e-07,2%,+730.59%,p=0.008 n=5
geomean,3.406000000000005e-08,,3.064000000000001e-07,,+799.59%,,2.829e-07,,+730.59%,

shortname: gproto_json-Int
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Int,1.341e-07,1%,6.310000000000001e-07,1%,+370.54%,p=0.008 n=5,5.414e-07,5%,+303.73%,p=0.008 n=5
geomean,1.340999999999999e-07,,6.309999999999997e-07,,+370.54%,,5.413999999999997e-07,,+303.73%,

shortname: gproto_proto-Decode%2Fbasic_scalar_types_%28%2Atest.TestAllTypes%29
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Decode,8.137000000000001e-07,4%,8.062e-06,5%,+890.78%,p=0.008 n=5,7.695e-06,2%,+845.68%,p=0.008 n=5
geomean,8.137000000000005e-07,,8.061999999999995e-06,,+890.78%,,7.694999999999993e-06,,+845.68%,

shortname: gproto_proto-Decode%2Fjust_at_recursion_limit_%28%2Atest3.TestAllTypes%29
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Decode,8.915000000000001e-07,5%,8.714e-06,5%,+877.45%,p=0.008 n=5,8.284e-06,3%,+829.22%,p=0.008 n=5
geomean,8.914999999999995e-07,,8.714000000000005e-06,,+877.45%,,8.284000000000004e-06,,+829.22%,

shortname: gproto_proto-EqualWithDeeplyNestedEqual
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
EqualWithDeeplyNestedEqual,2.7023000000000002e-05,2%,0.00045567700000000004,1%,+1586.26%,p=0.008 n=5,0.00042140300000000004,3%,+1459.42%,p=0.008 n=5
geomean,2.7023e-05,,0.00045567700000000004,,+1586.26%,,0.00042140300000000004,,+1459.42%,

shortname: gproto_reflect-Value%2FInterface
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Value,1.7270000000000002e-08,1%,1.9850000000000002e-08,4%,+14.94%,p=0.008 n=5,1.9450000000000002e-08,4%,+12.62%,p=0.008 n=5
geomean,1.7270000000000002e-08,,1.9849999999999996e-08,,+14.94%,,1.945e-08,,+12.62%,

shortname: k8s_cache-EachListItemWithAlloc%2FPodList
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
EachListItemWithAlloc,4.5955e-05,2%,0.00013210900000000002,8%,+187.47%,p=0.008 n=5,0.000122963,3%,+167.57%,p=0.008 n=5
geomean,4.595500000000003e-05,,0.00013210899999999996,,+187.47%,,0.00012296299999999994,,+167.57%,

shortname: k8s_workqueue-DelayingQueue_AddAfter
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
DelayingQueue_AddAfter,2.139e-06,2%,8.444e-06,2%,+294.76%,p=0.008 n=5,7.845e-06,1%,+266.76%,p=0.008 n=5
geomean,2.1389999999999985e-06,,8.444000000000004e-06,,+294.76%,,7.845000000000005e-06,,+266.76%,

shortname: kanzi-ANS0
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
ANS0,0.001212249,0%,0.0028407420000000003,1%,+134.34%,p=0.008 n=5,0.0026260510000000003,5%,+116.63%,p=0.008 n=5
geomean,0.0012122489999999999,,0.002840741999999999,,+134.34%,,0.002626051000000001,,+116.63%,

shortname: kanzi-BWTSmallBlock
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
BWTSmallBlock,0.023799220000000003,6%,0.031480591,0%,+32.28%,p=0.008 n=5,0.026684317000000003,1%,+12.12%,p=0.008 n=5
geomean,0.023799219999999996,,0.031480591,,+32.28%,,0.026684317000000003,,+12.12%,

shortname: kanzi-CM
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
CM,0.027345747,4%,0.048081876,0%,+75.83%,p=0.008 n=5,0.032008821,6%,+17.05%,p=0.008 n=5
geomean,0.027345746999999997,,0.048081876,,+75.83%,,0.03200882100000001,,+17.05%,

shortname: kanzi-Huffman
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Huffman,0.001163039,0%,0.003297728,1%,+183.54%,p=0.008 n=5,0.003055781,1%,+162.74%,p=0.008 n=5
geomean,0.0011630389999999998,,0.0032977280000000015,,+183.54%,,0.003055781,,+162.74%,

shortname: nelsam_gxui_interval-General
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
General,1.7790000000000002e-07,8%,1.0360000000000001e-06,4%,+482.35%,p=0.008 n=5,9.733e-07,6%,+447.11%,p=0.008 n=5
geomean,1.778999999999999e-07,,1.0360000000000005e-06,,+482.35%,,9.73300000000001e-07,,+447.11%,

shortname: rcrowley_metrics-Histogram
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Histogram,1.694e-08,0%,9.513e-08,2%,+461.57%,p=0.008 n=5,8.987000000000001e-08,2%,+430.52%,p=0.008 n=5
geomean,1.693999999999998e-08,,9.513e-08,,+461.57%,,8.987000000000014e-08,,+430.52%,

shortname: rcrowley_metrics-Timer
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Timer,1.966e-07,7%,6.179e-07,3%,+214.29%,p=0.008 n=5,5.361e-07,6%,+172.69%,p=0.008 n=5
geomean,1.9659999999999992e-07,,6.179000000000003e-07,,+214.29%,,5.360999999999997e-07,,+172.69%,

shortname: semver-CheckVersionRange
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
CheckVersionRange,2.4920000000000004e-08,6%,8.569000000000001e-08,4%,+243.86%,p=0.008 n=5,7.669000000000001e-08,2%,+207.74%,p=0.008 n=5
geomean,2.4919999999999964e-08,,8.568999999999996e-08,,+243.86%,,7.668999999999991e-08,,+207.74%,

shortname: semver-CoerceNewVersionSimple
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
CoerceNewVersionSimple,9.89e-08,2%,3.7210000000000006e-07,4%,+276.24%,p=0.008 n=5,3.533e-07,5%,+257.23%,p=0.008 n=5
geomean,9.889999999999991e-08,,3.7209999999999995e-07,,+276.24%,,3.533000000000003e-07,,+257.23%,

shortname: semver-ValidateVersionRangeFail
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
ValidateVersionRangeFail,4.044e-07,1%,2.42e-06,2%,+498.42%,p=0.008 n=5,2.263e-06,5%,+459.59%,p=0.008 n=5
geomean,4.0440000000000037e-07,,2.420000000000001e-06,,+498.42%,,2.2629999999999993e-06,,+459.59%,

shortname: shopify_sarama-ZstdMemoryConsumption%2Fno_drain
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
ZstdMemoryConsumption,0.00030019300000000003,3%,0.00406399,6%,+1253.79%,p=0.008 n=5,0.001387688,4%,+362.27%,p=0.008 n=5
geomean,0.0003001929999999999,,0.004063989999999998,,+1253.79%,,0.0013876879999999998,,+362.27%,

shortname: shopify_sarama-_getMetricNameForTopic
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
_getMetricNameForTopic,4.8880000000000005e-08,6%,2.272e-07,2%,+364.81%,p=0.008 n=5,1.722e-07,2%,+252.29%,p=0.008 n=5
geomean,4.888000000000004e-08,,2.271999999999998e-07,,+364.81%,,1.7220000000000005e-07,,+252.29%,

shortname: thriftrw_gen-RoundTrip%2FContainersOfContainers%2FDecode
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
RoundTrip,2.7158000000000003e-05,2%,0.00016785700000000002,1%,+518.08%,p=0.008 n=5,0.000136402,6%,+402.25%,p=0.008 n=5
geomean,2.7157999999999993e-05,,0.00016785699999999996,,+518.08%,,0.00013640199999999996,,+402.25%,

shortname: thriftrw_gen-RoundTrip%2FContainersOfContainers%2FEncode
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
RoundTrip,1.1255000000000002e-05,2%,9.6006e-05,1%,+753.01%,p=0.008 n=5,7.5147e-05,2%,+567.68%,p=0.008 n=5
geomean,1.1255000000000012e-05,,9.600600000000003e-05,,+753.01%,,7.514700000000003e-05,,+567.68%,

shortname: thriftrw_gen-RoundTrip%2FPrimitiveOptionalStruct%2FStreaming_Decode
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
RoundTrip,6.009e-07,11%,5.7390000000000004e-06,7%,+855.07%,p=0.008 n=5,4.796e-06,6%,+698.14%,p=0.008 n=5
geomean,6.008999999999999e-07,,5.7390000000000055e-06,,+855.07%,,4.796000000000004e-06,,+698.14%,

shortname: uber_zap-JSONLogMarshalerFunc
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
JSONLogMarshalerFunc,3.065e-07,13%,1.3780000000000002e-06,5%,+349.59%,p=0.008 n=5,1.206e-06,5%,+293.47%,p=0.008 n=5
geomean,3.065e-07,,1.3780000000000012e-06,,+349.59%,,1.2060000000000004e-06,,+293.47%,

shortname: uuid-New
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
New,6.422e-08,14%,5.456e-07,12%,+749.58%,p=0.008 n=5,5.037e-07,5%,+684.34%,p=0.008 n=5
geomean,6.422000000000007e-08,,5.455999999999996e-07,,+749.58%,,5.037000000000004e-07,,+684.34%,

shortname: uuid-UUID_MarshalJSON
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
UUID_MarshalJSON,1.716e-07,10%,1.4340000000000002e-06,1%,+735.66%,p=0.008 n=5,1.26e-06,4%,+634.27%,p=0.008 n=5
geomean,1.716000000000001e-07,,1.4340000000000008e-06,,+735.66%,,1.260000000000001e-06,,+634.27%,

shortname: uuid-UUID_UnmarshalJSON
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
UUID_UnmarshalJSON,5.727999999999999e-07,10%,3.112e-06,5%,+443.30%,p=0.008 n=5,2.5690000000000003e-06,4%,+348.50%,p=0.008 n=5
geomean,5.728e-07,,3.1119999999999987e-06,,+443.30%,,2.569000000000001e-06,,+348.50%,

shortname: workiva_augmentedtree-AddItems
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
AddItems,0.000124613,13%,0.000291093,6%,+133.60%,p=0.008 n=5,0.00018085100000000002,7%,+45.13%,p=0.008 n=5
geomean,0.00012461300000000003,,0.00029109300000000024,,+133.60%,,0.00018085100000000002,,+45.13%,

shortname: workiva_avl-ImmutableInsert
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
ImmutableInsert,2.1630000000000003e-06,5%,1.429e-06,7%,-33.93%,p=0.008 n=5,1.382e-06,6%,-36.11%,p=0.008 n=5
geomean,2.1630000000000007e-06,,1.4289999999999998e-06,,-33.93%,,1.381999999999999e-06,,-36.11%,

shortname: workiva_bitarray-CompressedIntersects
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
CompressedIntersects,3.427000000000001e-08,12%,3.27e-07,1%,+854.19%,p=0.008 n=5,3.0900000000000003e-07,9%,+801.66%,p=0.008 n=5
geomean,3.427000000000004e-08,,3.2699999999999995e-07,,+854.19%,,3.0900000000000003e-07,,+801.66%,

shortname: workiva_hilbert-BulkUpdatePoints
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
BulkUpdatePoints,0.00019708100000000002,9%,0.0008855450000000001,3%,+349.33%,p=0.008 n=5,0.000766969,3%,+289.16%,p=0.008 n=5
geomean,0.00019708099999999994,,0.0008855449999999996,,+349.33%,,0.0007669690000000004,,+289.16%,

shortname: workiva_queue-PriorityQueue
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
PriorityQueue,5.164e-07,19%,1.494e-06,23%,+189.31%,p=0.008 n=5,1.398e-06,5%,+170.72%,p=0.008 n=5
geomean,5.164000000000004e-07,,1.494e-06,,+189.31%,,1.398000000000001e-06,,+170.72%,

shortname: workiva_rangetree-Apply
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Apply,8.174e-06,7%,0.00015482400000000002,1%,+1794.10%,p=0.008 n=5,0.00013545,3%,+1557.08%,p=0.008 n=5
geomean,8.174000000000005e-06,,0.00015482400000000013,,+1794.10%,,0.00013544999999999993,,+1557.08%,

shortname: workiva_rangetree-ImmutableInsertSecondDimension
